Date,Customer_ID,Product_ID,Quantity,Unit_Price,Sales_Revenue,Product_Description,Product_Category,Product_Line,Raw_Material,Region,Latitude,Longitude
20230830,81,301,4,68.54,274.16,Tshirts,Accessories,Tops,Polyester,Winchester,86.4577675,36.866440
20231020,19,215,3,90.91,272.73,Dress,Sports,Tops,Cashmere,Worcester,31.6241955,38.672750
20230815,52,275,4,91.13,364.52,Pants,Womenswear,Shoes,Cashmere,Worcester,60.518567,123.677832
20230616,27,287,4,54.96,219.84,Jeans,Sports,Shoes,Wool,Winchester,-75.8289295,81.804974
20231016,24,259,8,71.61,572.88,Coats,Sports,Leathers,Wool,Winchester,33.3373625,12.855036
20231210,57,228,3,13.64,40.92,Jeans,Menswear,Shoes,Leather,York,-19.069019,40.211497
20240403,22,232,5,31.91,159.55,Polo Shirts,Womenswear,Leathers,Polyester,Truro,-11.949045,13.019576
20240330,43,218,2,70.6,141.2,Cycling Jerseys,Accessories,Trousers,Fabrics,York,-27.693100,165.658055
20230622,86,376,8,80.11,640.88,Dress,Womenswear,Leathers,Cotton,Truro,-55.3276195,-20.562600
20240322,66,368,8,75.04,600.32,Suits,Menswear,Trousers,Fabrics,Worcester,11.5723795,70.016173
20231018,11,231,9,26.25,236.25,Pyjamas,Womenswear,Trousers,Wool,Wells,26.293584,-4.270988
20240312,46,374,9,88.81,799.29,Dress,Womenswear,Tops,Polyester,Winchester,50.3305675,-95.986242
20231212,89,400,9,66.76,600.84,Tshirts,Menswear,Leathers,Leather,Winchester,-67.8068925,-156.745906
20230724,62,284,8,27.58,220.64,Coats,Sports,Shoes,Wool,York,-64.6649025,-144.402203
20240516,85,382,3,35.31,105.93,Formal Shirts,Womenswear,Leathers,Wool,Worcester,-20.8333785,7.707509
20230613,96,320,2,84.31,168.62,Pants,Sports,Trousers,Cotton,Winchester,-31.840055,-95.378643
20240303,89,341,3,64.13,192.39,Jeans,Womenswear,Leathers,Leather,Winchester,-46.559397,11.507709
20231029,60,342,2,41.19,82.38,Underwear,Accessories,Shoes,Leather,Worcester,-13.0862255,-179.331582
20231004,43,342,10,37.25,372.5,Formal Shirts,Womenswear,Shoes,Fabrics,Wakefield,-72.989943,-128.582267
20230619,99,387,6,46.79,280.74,Jeans,Menswear,Trousers,Fabrics,Winchester,-74.2255985,88.188413
20231118,9,250,5,68.46,342.3,Shorts,Accessories,Shoes,Polyester,York,-69.790910,-80.470187
20240303,88,328,4,74.94,299.76,Coats,Accessories,Shoes,Polyester,York,25.3688995,-135.052952
20230925,22,266,1,72.44,72.44,Coats,Menswear,Trousers,Cashmere,Truro,83.3670465,96.848349
20240306,79,367,2,66.82,133.64,Formal Shirts,Sports,Leathers,Fabrics,Worcester,81.4370785,165.783352
20240608,17,237,4,76.8,307.2,Pants,Menswear,Shoes,Wool,Wells,-33.334336,156.730178
20240328,38,383,3,67.92,203.76,Coats,Sports,Trousers,Cotton,York,4.2228575,156.455269
20240502,22,378,3,66.32,198.96,Dress,Sports,Tops,Wool,Truro,-83.661870,-36.592142
20240110,84,373,8,78.68,629.44,GolfShoes,Menswear,Trousers,Wool,Worcester,24.874658,-12.086184
20240414,70,288,3,95.63,286.89,Knitwear,Sports,Tops,Fabrics,Wakefield,-87.593535,6.256763
20240229,87,392,3,44.05,132.15,Tshirts,Menswear,Tops,Leather,Wakefield,7.944909,-32.761419
20230924,1,293,3,54.55,163.65,Suits,Accessories,Tops,Cotton,Truro,46.5102085,148.186005
20231017,21,336,4,70.23,280.92,Dress,Sports,Leathers,Wool,York,-2.8260635,-96.320294
20240603,54,377,9,27.99,251.91,Underwear,Womenswear,Trousers,Wool,Winchester,44.919556,-126.323945
20240309,73,369,3,82.72,248.16,Pants,Womenswear,Shoes,Cashmere,Winchester,-71.9025425,-178.978106
20240215,35,277,1,17.04,17.04,Ties,Menswear,Shoes,Cashmere,Winchester,53.543411,92.320228
20240110,77,378,9,47.75,429.75,Suits,Sports,Shoes,Cotton,Wells,24.123760,-104.092701
20240323,66,225,1,83.19,83.19,Formal Shirts,Accessories,Tops,Wool,Worcester,77.027406,-144.873966
20230810,83,250,9,33.76,303.84,Dress,Menswear,Shoes,Cotton,Truro,-75.057961,-135.657299
20240602,36,377,7,37.01,259.07,Knitwear,Sports,Tops,Cashmere,Truro,33.5739635,37.018239
20230717,22,204,10,79.03,790.3,Cycling Jerseys,Womenswear,Shoes,Cashmere,York,86.4685825,157.381137
20240522,3,288,8,59.47,475.76,GolfShoes,Menswear,Leathers,Wool,Truro,62.341191,3.457517
20240127,37,302,2,34.44,68.88,GolfShoes,Sports,Shoes,Wool,Wakefield,79.9288655,92.289842
20240606,43,364,6,84.85,509.1,Polo Shirts,Sports,Tops,Polyester,Truro,80.629374,162.994539
20230702,37,216,10,33.29,332.9,Pyjamas,Accessories,Trousers,Polyester,Wakefield,-22.9187705,79.342653
20231231,24,291,4,90.8,363.2,Pants,Womenswear,Tops,Cotton,Wakefield,74.344312,-135.890372
20230907,71,252,2,47.74,95.48,Formal Shirts,Menswear,Shoes,Wool,York,23.150184,-96.746571
20231031,98,310,6,24.56,147.36,Knitwear,Womenswear,Trousers,Cotton,Winchester,-49.997414,139.488094
20240414,25,313,2,89.04,178.08,Knitwear,Accessories,Leathers,Fabrics,Truro,-77.8229905,131.220524
20231126,83,348,5,56.45,282.25,Formal Shirts,Accessories,Leathers,Leather,Truro,7.548302,47.847251
20230703,42,342,7,12.83,89.81,GolfShoes,Accessories,Leathers,Polyester,Wells,-1.1936775,6.714712
20230725,53,268,10,41.38,413.8,Sweats,Sports,Tops,Leather,Wakefield,76.7823615,175.995082
20231205,47,250,7,39.14,273.98,Coats,Womenswear,Leathers,Polyester,Truro,-73.9937315,-89.530921
20231015,45,269,5,72.41,362.05,Pants,Accessories,Trousers,Fabrics,Wells,-65.8080015,-174.113785
20240404,85,268,7,79.0,553.0,Knitwear,Womenswear,Shoes,Fabrics,York,18.5109385,-45.261487
20240203,23,213,6,21.0,126.0,GolfShoes,Accessories,Trousers,Cashmere,Truro,7.8023435,49.983592
20240524,17,254,2,98.86,197.72,Pyjamas,Menswear,Trousers,Fabrics,Winchester,-46.933867,145.379475
20240601,37,348,1,92.88,92.88,Formal Shirts,Womenswear,Tops,Leather,Worcester,51.2059525,0.742219
20230829,11,279,9,30.76,276.84,Ties,Menswear,Tops,Leather,Wells,-19.9064425,176.496887
20230725,72,371,5,11.07,55.35,Knitwear,Accessories,Tops,Cashmere,Winchester,84.603631,141.852154
20240324,27,399,4,95.09,380.36,Belts,Sports,Shoes,Cotton,Worcester,18.6481545,82.144914
20240204,3,358,1,33.08,33.08,Formal Shirts,Menswear,Trousers,Cotton,Worcester,83.6023045,24.603933
20240522,96,239,10,31.78,317.8,Polo Shirts,Womenswear,Leathers,Cotton,Wells,-89.447524,-178.235139
20230929,99,255,6,92.9,557.4,Knitwear,Sports,Shoes,Wool,Truro,-8.798816,-25.662831
20240504,55,213,9,16.98,152.82,Knitwear,Womenswear,Tops,Fabrics,Wakefield,-24.399261,72.424198
20230803,80,309,5,11.63,58.15,Shorts,Sports,Shoes,Cotton,Wakefield,-47.461420,146.178599
20240410,99,329,10,20.99,209.9,Jeans,Menswear,Shoes,Cotton,Wakefield,-67.1466995,169.179832
20231027,12,318,5,89.55,447.75,Knitwear,Menswear,Tops,Wool,Wakefield,13.6076105,-61.784610
20240405,67,244,5,47.76,238.8,Shorts,Accessories,Trousers,Cotton,Wells,25.991009,121.815449
20240130,25,267,9,21.84,196.56,Pyjamas,Menswear,Leathers,Polyester,Worcester,36.7556515,-139.201747
20240203,27,259,4,65.11,260.44,Dress,Accessories,Trousers,Cotton,Winchester,79.428726,47.276178
20230703,25,353,4,71.45,285.8,Knitwear,Sports,Shoes,Cotton,York,-31.603186,144.206349
20230806,80,384,2,71.04,142.08,Knitwear,Womenswear,Leathers,Leather,Worcester,20.132759,-97.528532
20230623,15,356,7,55.98,391.86,Pyjamas,Sports,Leathers,Cashmere,York,-13.916942,71.811913
20231113,75,213,2,92.18,184.36,Pants,Sports,Trousers,Cashmere,Worcester,-81.624578,-60.385626
20231022,31,279,5,18.81,94.05,GolfShoes,Sports,Shoes,Cotton,Wells,28.242061,-151.242328
20230614,40,228,4,10.7,42.8,Cycling Jerseys,Menswear,Trousers,Leather,Truro,20.030200,-65.846033
20240516,7,300,4,66.27,265.08,Dress,Sports,Shoes,Fabrics,Worcester,64.831819,-111.564506
20240514,65,320,2,21.16,42.32,Jeans,Menswear,Leathers,Cotton,Wakefield,-27.939187,149.840783
20230919,14,246,1,65.71,65.71,Pyjamas,Sports,Tops,Polyester,Wells,63.1730145,151.135938
20240129,9,233,7,73.21,512.47,Casual Shirts,Accessories,Trousers,Polyester,Worcester,-15.400829,69.012381
20230617,80,369,3,29.35,88.05,Shorts,Womenswear,Trousers,Cotton,Worcester,-45.9101005,-125.127897
20240412,57,371,2,48.97,97.94,Jeans,Menswear,Tops,Fabrics,York,-74.200215,-77.944031
20240126,77,331,7,33.08,231.56,Pyjamas,Sports,Trousers,Polyester,Worcester,-24.0562005,80.124303
20240412,26,206,7,48.48,339.36,Knitwear,Womenswear,Shoes,Polyester,Truro,-80.989149,59.077964
20230709,91,230,10,67.18,671.8,Formal Shirts,Accessories,Shoes,Wool,Worcester,-71.9747275,122.801400
20231105,4,293,3,80.19,240.57,Pants,Accessories,Trousers,Cashmere,York,-47.013203,-23.506357
20231208,67,268,9,95.86,862.74,Suits,Accessories,Shoes,Polyester,Truro,25.0680355,-4.765070
20231012,18,254,4,42.5,170.0,Tshirts,Menswear,Shoes,Leather,Wakefield,74.297475,-174.236164
20240506,79,243,10,63.53,635.3,Suits,Menswear,Shoes,Leather,Winchester,-55.642826,-26.317207
20240116,23,210,1,36.35,36.35,Sweats,Womenswear,Tops,Cotton,Truro,31.4377725,95.733233
20240411,12,217,7,28.09,196.63,Pants,Menswear,Shoes,Wool,Truro,77.1896825,42.252912
20240321,100,398,10,51.6,516.0,GolfShoes,Womenswear,Tops,Wool,Wakefield,-63.864882,16.138575
20240424,23,237,6,24.64,147.84,Shorts,Sports,Leathers,Leather,Wells,-31.9303685,118.863767
20240301,19,344,10,81.05,810.5,Underwear,Menswear,Leathers,Wool,Wakefield,-53.3506965,-43.997351
20230801,45,327,5,59.84,299.2,Ties,Menswear,Shoes,Cotton,York,52.714769,-72.661397
20240306,68,276,3,45.23,135.69,Formal Shirts,Accessories,Trousers,Fabrics,Winchester,13.1394985,104.042559
20240505,52,391,7,66.68,466.76,Pants,Womenswear,Leathers,Polyester,Worcester,50.691295,-71.371246
20231111,45,204,9,29.99,269.91,Pants,Menswear,Leathers,Leather,Wells,-5.507936,114.992316
20240102,21,237,6,44.19,265.14,Casual Shirts,Accessories,Tops,Leather,Wakefield,-17.6619955,-165.247666
20231029,70,345,9,33.39,300.51,Ties,Womenswear,Shoes,Polyester,Winchester,87.4828965,66.151467
20240601,48,373,10,25.32,253.2,Ties,Accessories,Trousers,Leather,Wells,-35.9819715,-61.863239
20230620,30,303,2,15.04,30.08,Cycling Jerseys,Sports,Trousers,Polyester,Worcester,-21.8956195,76.539387
20231121,44,220,10,88.25,882.5,Cycling Jerseys,Accessories,Tops,Wool,Worcester,-88.484910,104.827928
20231115,75,347,6,80.88,485.28,Ties,Accessories,Leathers,Cotton,Wells,64.9090465,39.146087
20231124,53,385,3,84.73,254.19,Pants,Menswear,Shoes,Polyester,York,79.952938,106.833388
20230713,93,207,3,42.83,128.49,Shorts,Sports,Tops,Cotton,Winchester,36.7579355,64.544182
20240113,11,378,1,29.69,29.69,Pants,Accessories,Leathers,Fabrics,York,-40.752799,46.929716
20230804,33,326,6,20.0,120.0,Pyjamas,Sports,Shoes,Wool,Wells,70.0064125,-22.446127
20230722,30,335,5,42.9,214.5,Underwear,Menswear,Tops,Fabrics,Worcester,25.3334065,-178.186349
20230718,74,260,5,49.04,245.2,GolfShoes,Sports,Trousers,Fabrics,Winchester,42.533841,-0.780233
20240203,17,382,5,98.61,493.05,Shorts,Womenswear,Tops,Cashmere,Worcester,76.3654125,170.945674
20231015,60,383,8,55.18,441.44,Polo Shirts,Womenswear,Tops,Cashmere,Truro,-71.229225,-58.280662
20230906,5,277,6,16.21,97.26,GolfShoes,Menswear,Trousers,Fabrics,Truro,71.448231,-62.380919
20240414,100,250,5,29.03,145.15,Knitwear,Womenswear,Shoes,Fabrics,Winchester,44.339638,27.287258
20231206,88,240,3,23.31,69.93,Formal Shirts,Menswear,Trousers,Cashmere,Winchester,-64.380947,67.950838
20230713,51,301,9,62.39,561.51,Knitwear,Menswear,Leathers,Cotton,Wells,-13.948906,20.335333
20231214,73,317,2,42.72,85.44,Pants,Accessories,Trousers,Leather,Worcester,-56.811534,38.261229
20240213,5,338,1,83.78,83.78,Formal Shirts,Womenswear,Leathers,Cotton,Winchester,-50.121586,66.858867
20230827,22,368,8,94.51,756.08,Pyjamas,Womenswear,Trousers,Fabrics,Wakefield,72.7255835,169.859778
20231015,5,381,2,67.71,135.42,Casual Shirts,Menswear,Shoes,Cashmere,Winchester,-14.494974,-105.131796
20231215,93,295,9,93.48,841.32,Formal Shirts,Womenswear,Leathers,Fabrics,Wells,44.762065,-156.428531
20240105,17,302,8,30.36,242.88,Formal Shirts,Accessories,Trousers,Cotton,Truro,-24.1675555,-41.131208
20240412,20,242,4,72.84,291.36,Formal Shirts,Menswear,Shoes,Cotton,Wakefield,-42.7866445,118.368014
20240527,35,342,7,80.48,563.36,Formal Shirts,Menswear,Tops,Cotton,York,67.573575,169.740186
20231001,9,224,3,84.69,254.07,Dress,Sports,Tops,Cashmere,Wells,-16.537865,-87.969497
20240321,56,364,1,90.43,90.43,Formal Shirts,Menswear,Shoes,Wool,Wakefield,12.456138,111.557358
20231204,54,255,7,41.83,292.81,Casual Shirts,Accessories,Shoes,Polyester,York,9.6261125,46.649688
20230923,23,317,8,92.69,741.52,Knitwear,Sports,Shoes,Wool,York,10.448614,-40.199293
20240514,69,372,7,84.62,592.34,Polo Shirts,Sports,Shoes,Polyester,Wells,42.931296,-20.128872
20240308,58,203,4,92.03,368.12,Suits,Accessories,Shoes,Fabrics,Truro,46.9522165,-140.220031
20240309,16,262,1,35.79,35.79,Formal Shirts,Accessories,Trousers,Polyester,Wakefield,33.2857865,72.933718
20231107,18,241,6,92.1,552.6,Dress,Menswear,Trousers,Cashmere,Truro,-62.490951,135.512242
20231019,78,299,1,42.25,42.25,GolfShoes,Sports,Leathers,Polyester,York,-81.5751385,-175.497736
20231012,65,281,8,43.06,344.48,Knitwear,Menswear,Trousers,Cashmere,Wells,-67.456480,137.416005
20240212,45,261,2,55.62,111.24,Shorts,Sports,Tops,Fabrics,Winchester,24.3655645,-96.177907
20231219,40,364,10,40.36,403.6,GolfShoes,Menswear,Tops,Cashmere,Winchester,72.164516,-1.022086
20240117,24,352,10,65.89,658.9,Ties,Accessories,Shoes,Cashmere,York,-22.754030,-88.745386
20240605,56,279,9,38.61,347.49,Jeans,Menswear,Leathers,Polyester,Truro,67.088698,15.799124
20230613,52,278,2,64.66,129.32,Formal Shirts,Menswear,Shoes,Cashmere,Worcester,30.217498,-82.138861
20231207,10,328,4,92.26,369.04,Pants,Menswear,Leathers,Cashmere,Winchester,-45.4253145,-129.178391
20240325,54,242,6,36.22,217.32,Shorts,Sports,Leathers,Wool,Worcester,38.811955,173.615051
20240102,27,223,1,13.88,13.88,Belts,Sports,Tops,Cotton,Wells,3.6145935,-87.977148
20230630,27,288,3,15.53,46.59,Jeans,Accessories,Leathers,Cotton,York,-14.140948,165.588798
20240513,57,238,8,29.54,236.32,Formal Shirts,Womenswear,Tops,Leather,York,54.5654915,-5.462599
20231028,6,322,4,91.11,364.44,Pyjamas,Menswear,Leathers,Leather,Worcester,65.9484565,-99.658358
20230829,47,370,5,80.26,401.3,Formal Shirts,Sports,Shoes,Leather,Truro,-55.665734,132.981091
20230702,92,281,9,93.48,841.32,Sweats,Womenswear,Shoes,Leather,Truro,-52.3306705,-102.397927
20240503,53,245,4,44.59,178.36,Casual Shirts,Accessories,Trousers,Leather,Wells,47.1252585,-172.529067
20240502,70,360,9,13.66,122.94,Formal Shirts,Sports,Shoes,Cashmere,Wells,34.8632655,102.589217
20240418,1,343,1,10.59,10.59,Pyjamas,Menswear,Leathers,Polyester,Wakefield,21.7550075,78.274066
20240425,36,295,9,85.82,772.38,Jeans,Menswear,Leathers,Polyester,Worcester,-26.759179,107.539161
20231126,18,275,2,25.32,50.64,Sweats,Womenswear,Shoes,Cotton,Worcester,-28.2591825,37.965513
20240210,86,334,1,84.5,84.5,Polo Shirts,Accessories,Tops,Cashmere,Wakefield,0.731892,-136.981228
20240227,88,356,7,83.35,583.45,Casual Shirts,Accessories,Tops,Cotton,York,65.3118865,153.191440
20240302,100,239,2,15.28,30.56,Formal Shirts,Accessories,Leathers,Leather,Worcester,-88.3254695,-78.858809
20230704,88,324,6,32.0,192.0,Knitwear,Menswear,Tops,Fabrics,Truro,40.5724345,45.353663
20231202,34,336,3,59.96,179.88,Knitwear,Womenswear,Tops,Polyester,Wells,-32.5611855,-57.820262
20240210,97,320,9,58.27,524.43,Formal Shirts,Womenswear,Trousers,Wool,Wells,32.490438,-20.447389
20231004,17,304,3,11.11,33.33,Pants,Menswear,Tops,Wool,Worcester,40.1791085,117.060544
20240610,86,303,10,60.01,600.1,Suits,Menswear,Tops,Leather,Wells,-8.679826,140.427981
20240306,20,262,3,18.12,54.36,Pants,Accessories,Shoes,Cotton,Winchester,-29.941255,-60.945274
20240218,6,264,7,80.63,564.41,Knitwear,Womenswear,Leathers,Fabrics,Worcester,-76.8256595,162.867090
20240514,72,343,3,71.21,213.63,Pyjamas,Menswear,Trousers,Cotton,York,-16.015118,55.742116
20231205,65,326,5,16.52,82.6,Pyjamas,Accessories,Tops,Cashmere,Wakefield,-24.5655495,-47.492343
20230731,23,324,5,28.79,143.95,Belts,Menswear,Shoes,Cotton,York,-6.9976305,17.976347
20231030,66,377,7,33.1,231.7,Sweats,Womenswear,Shoes,Fabrics,York,-78.478894,91.135657
20240126,87,357,9,18.41,165.69,Shorts,Accessories,Leathers,Fabrics,Winchester,74.961319,-100.506196
20240220,22,335,3,63.18,189.54,Knitwear,Sports,Shoes,Leather,Worcester,51.129727,-68.439569
20230926,23,309,6,95.27,571.62,Pants,Sports,Trousers,Fabrics,York,40.4327325,-1.604894
20240520,15,320,3,63.09,189.27,Cycling Jerseys,Womenswear,Tops,Wool,Worcester,51.149783,-98.550873
20231202,32,343,9,15.56,140.04,Sweats,Menswear,Shoes,Fabrics,York,-78.9230545,122.055259
20240113,51,264,10,62.66,626.6,Cycling Jerseys,Sports,Shoes,Fabrics,Wells,-27.7185015,-72.819299
20231228,87,303,2,11.15,22.3,Formal Shirts,Womenswear,Tops,Polyester,Winchester,-41.2604535,-163.574341
20240320,40,216,8,83.37,666.96,Knitwear,Menswear,Tops,Polyester,Winchester,35.777576,-22.449287
20240526,58,385,5,89.68,448.4,Sweats,Accessories,Shoes,Cashmere,York,53.0722785,-12.535613
20230624,61,348,3,86.77,260.31,Jeans,Womenswear,Tops,Leather,Wakefield,-4.802939,-1.622160
20240428,10,349,2,86.34,172.68,Casual Shirts,Womenswear,Shoes,Cotton,Truro,-63.7600985,-36.033117
20230926,43,322,7,84.92,594.44,Formal Shirts,Womenswear,Tops,Cashmere,Worcester,8.247001,137.279024
20231120,87,294,4,61.56,246.24,Casual Shirts,Menswear,Leathers,Wool,Wells,-75.9267745,-43.376109
20230924,38,298,10,67.69,676.9,Casual Shirts,Menswear,Leathers,Fabrics,Winchester,-78.2527825,-80.781443
20231225,46,374,3,80.23,240.69,Knitwear,Menswear,Trousers,Fabrics,Wakefield,25.7590335,-6.447939
20240605,53,342,5,47.77,238.85,Belts,Menswear,Tops,Cashmere,Winchester,21.821442,-118.738606
20231009,9,292,9,94.41,849.69,Knitwear,Accessories,Trousers,Cotton,York,1.3471735,-88.968050
20231201,7,292,10,31.14,311.4,Coats,Accessories,Shoes,Cashmere,Truro,-78.665263,143.305199
20240506,83,248,8,40.64,325.12,Sweats,Sports,Trousers,Leather,Winchester,-16.987989,-122.779875
20230819,75,344,4,45.04,180.16,Pants,Accessories,Tops,Cotton,Wells,-0.075915,114.579524
20230920,40,239,9,47.56,428.04,Cycling Jerseys,Sports,Shoes,Cashmere,Worcester,38.666330,-118.898273
20230715,72,264,3,19.91,59.73,Knitwear,Menswear,Trousers,Leather,Wells,79.9459275,-126.011143
20240305,54,229,9,32.59,293.31,Shorts,Menswear,Shoes,Fabrics,Truro,-80.999308,-93.516699
20240603,8,281,8,68.3,546.4,Suits,Sports,Shoes,Wool,Truro,43.445716,21.644355
20230929,67,388,8,21.14,169.12,Ties,Womenswear,Trousers,Fabrics,Truro,-19.5997445,148.665513
20240416,30,268,5,55.56,277.8,Polo Shirts,Menswear,Shoes,Cotton,Wakefield,77.844517,-159.335999
20231214,29,223,7,14.19,99.33,Suits,Sports,Shoes,Cotton,York,-43.409761,-98.851783
20240511,12,352,9,40.27,362.43,Formal Shirts,Menswear,Leathers,Fabrics,Winchester,-76.8813585,-115.309757
20230914,39,329,2,90.81,181.62,Casual Shirts,Menswear,Shoes,Cashmere,Wells,49.0337655,168.213643
20240207,14,286,9,33.04,297.36,Tshirts,Menswear,Tops,Polyester,York,18.5434885,175.715330
20230728,44,372,5,87.16,435.8,Belts,Womenswear,Shoes,Polyester,Truro,-86.8630465,106.681701
20231209,34,246,5,43.57,217.85,Sweats,Menswear,Trousers,Polyester,Winchester,-54.723285,-43.007247
20240508,99,201,10,31.96,319.6,Shorts,Accessories,Trousers,Fabrics,Truro,-77.626839,100.217435
20231108,85,333,5,78.13,390.65,Underwear,Sports,Trousers,Leather,Worcester,-37.8986465,138.983204
20230805,19,319,10,89.71,897.1,Sweats,Womenswear,Shoes,Cotton,Wells,88.434760,-117.479431
20230817,12,376,1,46.55,46.55,Shorts,Womenswear,Tops,Polyester,Truro,38.3273845,-118.518080
20240201,90,353,3,35.45,106.35,Underwear,Womenswear,Trousers,Polyester,Wells,9.1809715,-35.709820
20230729,22,281,10,14.26,142.6,Dress,Womenswear,Tops,Fabrics,Wells,72.6786245,152.236387
20240512,54,227,7,54.4,380.8,Formal Shirts,Sports,Trousers,Fabrics,Truro,54.9459625,49.844897
20231111,77,309,9,88.59,797.31,Knitwear,Womenswear,Leathers,Leather,Wells,12.7244575,85.890784
20230714,90,394,4,72.11,288.44,Shorts,Accessories,Trousers,Wool,Truro,10.695412,-134.751366
20240506,61,271,8,99.15,793.2,Pants,Sports,Trousers,Leather,York,-6.0494995,-147.936904
20230715,72,308,2,19.19,38.38,Casual Shirts,Accessories,Leathers,Leather,Worcester,58.6535585,-14.708558
20231206,81,377,4,46.73,186.92,Knitwear,Accessories,Shoes,Wool,York,60.403297,-88.435589
20240124,30,200,1,32.66,32.66,Coats,Sports,Shoes,Fabrics,Winchester,59.6943835,3.633455
20230910,32,238,10,36.48,364.8,Knitwear,Menswear,Shoes,Wool,Winchester,67.7378025,86.110725
20230722,32,347,1,84.24,84.24,Casual Shirts,Sports,Tops,Cashmere,Wells,55.984037,105.330128
20240311,88,357,7,12.56,87.92,Coats,Accessories,Tops,Leather,Wakefield,-69.0753385,68.111225
20240125,46,263,3,94.91,284.73,Pants,Womenswear,Trousers,Cashmere,Wells,63.095139,-27.181113
20240121,30,380,2,33.33,66.66,Tshirts,Womenswear,Trousers,Leather,Wells,-79.5302725,-21.285222
20230901,72,208,10,43.0,430.0,Pants,Womenswear,Leathers,Cotton,Truro,-89.0173235,-171.337833
20240104,62,221,9,81.35,732.15,Underwear,Menswear,Leathers,Fabrics,York,-27.3308655,46.663754
20240506,54,310,1,45.16,45.16,Underwear,Menswear,Shoes,Wool,Wakefield,-9.849638,19.196515
20231219,91,242,4,12.64,50.56,Shorts,Accessories,Shoes,Wool,Truro,-56.8529055,-57.454355
20240412,52,361,5,48.4,242.0,Formal Shirts,Womenswear,Shoes,Fabrics,Winchester,48.805055,-57.569343
20230720,53,321,7,90.1,630.7,Formal Shirts,Accessories,Tops,Leather,Worcester,-49.0311145,43.122393
20231227,67,258,5,46.88,234.4,Knitwear,Menswear,Leathers,Cotton,Winchester,27.922883,38.775891
20240223,96,398,6,97.89,587.34,Knitwear,Accessories,Trousers,Cashmere,Wells,76.893316,-147.746562
20240103,20,221,2,61.78,123.56,Suits,Menswear,Shoes,Cotton,Truro,51.5533745,166.120690
20240414,98,242,9,36.96,332.64,Formal Shirts,Menswear,Shoes,Cashmere,Wells,86.0305785,-90.285931
20231231,20,393,3,16.98,50.94,Ties,Womenswear,Leathers,Polyester,Wells,-3.791330,-13.594768
20231219,49,251,1,82.78,82.78,Shorts,Sports,Trousers,Polyester,York,-4.0850445,-166.834273
20240320,21,397,4,88.22,352.88,Shorts,Womenswear,Tops,Fabrics,York,-40.2809355,-91.445633
20230917,96,230,7,50.94,356.58,Underwear,Womenswear,Tops,Leather,Worcester,76.091945,71.773324
20240129,49,398,2,60.7,121.4,Pyjamas,Sports,Trousers,Polyester,Truro,88.8929785,-10.857370
20240517,63,244,9,49.82,448.38,GolfShoes,Sports,Trousers,Cashmere,Wells,7.2685535,149.665835
20230726,39,392,4,16.69,66.76,Shorts,Menswear,Shoes,Wool,York,1.142177,179.350509
20240211,30,396,5,30.8,154.0,Dress,Womenswear,Tops,Cashmere,Wells,-60.8645765,151.421441
20240103,69,325,2,55.43,110.86,Casual Shirts,Womenswear,Trousers,Cotton,Worcester,30.778087,117.349812
20230919,12,215,3,77.85,233.55,Shorts,Menswear,Shoes,Leather,Wakefield,-53.359273,60.824465
20231112,76,258,9,46.83,421.47,Knitwear,Accessories,Trousers,Fabrics,Wakefield,83.3417705,-49.631654
20240527,87,253,4,10.53,42.12,GolfShoes,Womenswear,Tops,Cotton,Truro,52.2193475,118.520559
20240125,88,336,9,76.15,685.35,Shorts,Menswear,Tops,Wool,Winchester,-88.2757615,19.828006
20240519,74,380,1,14.2,14.2,Pyjamas,Accessories,Tops,Wool,Winchester,28.4238535,-24.993553
20230727,44,275,8,37.37,298.96,Tshirts,Menswear,Tops,Cotton,Wells,86.706483,-136.028367
20230725,23,313,4,74.49,297.96,Polo Shirts,Womenswear,Tops,Wool,Truro,-53.406166,134.889682
20231018,80,239,2,15.67,31.34,Underwear,Menswear,Tops,Cashmere,Winchester,-85.9465575,-36.311245
20240611,21,220,3,74.74,224.22,Belts,Sports,Trousers,Wool,Wakefield,-54.875587,9.461799
20231202,8,382,8,99.27,794.16,Casual Shirts,Sports,Trousers,Fabrics,Worcester,-38.341723,87.809001
20231104,96,281,1,11.68,11.68,Pyjamas,Womenswear,Shoes,Wool,Winchester,1.373124,29.668764
20240310,26,280,3,42.05,126.15,Suits,Sports,Tops,Cashmere,Worcester,-31.146748,-42.481790
20240104,89,357,1,53.71,53.71,Shorts,Menswear,Leathers,Fabrics,Wells,-14.1948745,103.897830
20240102,45,325,5,35.77,178.85,Dress,Accessories,Tops,Polyester,Wakefield,-34.9752635,-78.160824
20240323,12,367,8,17.85,142.8,Jeans,Womenswear,Shoes,Fabrics,Wakefield,-51.5665855,-146.502414
20240604,10,395,5,98.77,493.85,Coats,Menswear,Tops,Cashmere,Worcester,15.0217915,-164.881461
20230706,63,217,9,47.13,424.17,Shorts,Sports,Tops,Cotton,Winchester,-32.4576235,84.105958
20240127,37,248,4,37.86,151.44,Knitwear,Sports,Tops,Cotton,Worcester,-48.7069735,-164.770613
20240220,65,202,4,32.05,128.2,Dress,Sports,Trousers,Cashmere,York,55.913157,-43.864698
20231202,5,218,2,30.63,61.26,Knitwear,Womenswear,Trousers,Fabrics,Wakefield,-59.853413,83.081730
